Season,Name,Column,Status
16.5,Brendan,4,none
16.5,Ben,5,the contestant was eliminated
16.5,Brendan,6,the contestant quit the competition
16.5,Chasen,0,none
16.5,Riley,1,none
16.5,Eazy,2,none
16.5,Blake,3,none
16.5,Bennett,4,the contestant was eliminated
16.5,Noah,4,the contestant was eliminated
16.5,Demar,0,none
16.5,Kenny,1,none
16.5,Riley,2,none
16.5,Ivan,3,none
16.5,Eazy,0,none
16.5,Ben,1,none
16.5,Brendan,2,none
16.5,Noah,3,none
16.5,Riley,4,the contestant was eliminated outside the rose ceremony
16.5,Ed,0,none
16.5,Demar,1,none
16.5,Bennett,2,none
16.5,Demar,3,the contestant was eliminated
16.5,Ed,3,the contestant was eliminated
16.5,Spencer,3,the contestant was eliminated
16.5,Blake,4,the contestant was eliminated during the date
16.5,Ivan,0,none
16.5,Bennett,1,none
16.5,Blake,2,none
16.5,Jason,0,none
16.5,Spencer,1,none
16.5,Demar,2,none
16.5,Jay,0,none
16.5,Jordan C.,1,none
16.5,Spencer,2,none
16.5,Bennett,3,the contestant was eliminated outside the rose ceremony
16.5,Joe,0,none
16.5,Noah,1,none
16.5,Ed,2,none
16.5,Eazy,3,the contestant was eliminated during the date
16.5,Jordan C.,0,none
16.5,Joe,1,none
16.5,Chasen,2,the contestant was eliminated
16.5,Joe,2,the contestant was eliminated
16.5,Jordan C.,2,the contestant was eliminated
16.5,Kenny,2,the contestant was eliminated
16.5,Kenny,0,none
16.5,Blake,1,none
16.5,Riley,0,none
16.5,Ed,1,none
16.5,Zac C.,0,none
16.5,Chasen,1,none
16.5,Spencer,0,none
16.5,Jay,1,the contestant was eliminated
16.5,Montel,1,the contestant was eliminated
16.5,Peter,1,the contestant was eliminated
16.5,Montel,0,none
16.5,Peter,0,none
16.5,Noah,0,none
16.5,Jason,1,the contestant quit the competition
17,Thomas,0,none
17,Greg,1,the contestant received the first impression rose
17,Thomas,2,the contestant received a rose during the date
17,Aaron,0,none
17,Tre,1,none
17,Greg,2,the contestant received a rose during the date
17,Andrew M.,0,none
17,Michael,1,none
17,Andrew S.,2,the contestant received a rose during the date
17,David,0,none
17,Thomas,1,none
17,Michael,0,none
17,Garrett,1,none
17,Tre,0,none
17,Connor B.,1,none
17,Greg,0,none
17,Andrew S.,1,none
17,Gabriel,0,none
17,James,1,none
17,John,0,none
17,Justin,1,none
17,Garrett,0,none
17,Quartney,1,none
17,Austin,0,none
17,Karl,1,none
17,Marty,0,none
17,Mike,1,none
17,Landon,0,none
17,John,1,none
17,Karl,0,none
17,Kyle,1,none
17,Josh,0,none
17,Andrew M.,1,none
17,Andrew S.,0,none
17,Josh,1,none
17,Brandon,0,none
17,Conor C.,1,none
17,Conor C.,0,none
17,Brendan,1,none
17,Kyle,0,none
17,David,1,none
17,Hunter,0,none
17,Aaron,1,none
17,Jeff,0,none
17,Christian,1,none
17,James,0,none
17,Hunter,1,none
17,Brendan,0,none
17,Cody,1,none
17,Cody,2,the contestant was eliminated during the date
17,Marcus,0,none
17,Austin,1,the contestant was eliminated
17,Brandon,1,the contestant was eliminated
17,Gabriel,1,the contestant was eliminated
17,Jeff,1,the contestant was eliminated
17,Landon,1,the contestant was eliminated
17,Marcus,1,the contestant was eliminated
17,Marty,1,the contestant was eliminated
17,Mike,0,none
17,Cody,0,none
17,Justin,0,none
17,Christian,0,none
17,Quartney,0,none
17,Connor B.,0,none
